job_id,job_title,company,location,job_description,experience,education,salary,job_type,extracted_skills
JOB03029,Data Analyst,Capgemini,"Jaipur, Rajasthan","We are looking for a Data Analyst to join our team at Capgemini. The candidate will work on data, software, and business projects. Required skills include Power BI, Tableau, Python. Candidates should have 1-3 years of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,BCA,₹4-7 LPA,Contract,"['Tableau', 'Power BI', 'Python']"
JOB03030,Python Developer,Microsoft,"Gurugram, Haryana","We are looking for a Python Developer to join our team at Microsoft. The candidate will work on data, software, and business projects. Required skills include REST API, Flask, Python, Django, SQL. Candidates should have 3-5 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,MBA,₹6-10 LPA,Part-time,"['Django', 'Flask', 'SQL', 'Python']"
JOB03031,Cybersecurity Analyst,Microsoft,"Ahmedabad, Gujarat","We are looking for a Cybersecurity Analyst to join our team at Microsoft. The candidate will work on data, software, and business projects. Required skills include Python, Networking, Linux, SIEM, Cybersecurity. Candidates should have 1-3 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,Bachelor's Degree,₹8-12 LPA,Part-time,['Python']
JOB03032,Power BI Developer,Amazon,"Mumbai, Maharashtra","We are looking for a Power BI Developer to join our team at Amazon. The candidate will work on data, software, and business projects. Required skills include Excel, DAX, Power BI, SQL, Data Modeling. Candidates should have Fresher of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,Any Graduate,₹3-5 LPA,Full-time,"['Power BI', 'SQL', 'Excel']"
JOB03033,Data Analyst,HCLTech,Remote,"We are looking for a Data Analyst to join our team at HCLTech. The candidate will work on data, software, and business projects. Required skills include Power BI, SQL, Excel, Python. Candidates should have 8-12 years of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,Any Graduate,₹8-12 LPA,Part-time,"['Power BI', 'Excel', 'SQL', 'Python']"
JOB03034,DevOps Engineer,Adobe,"Mumbai, Maharashtra","We are looking for a DevOps Engineer to join our team at Adobe. The candidate will work on data, software, and business projects. Required skills include Kubernetes, AWS, Jenkins, Linux, Docker. Candidates should have 5-8 years of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,BCA,₹5-8 LPA,Part-time,"['AWS', 'Docker', 'Kubernetes']"
JOB03035,Cybersecurity Analyst,Wipro,"Noida, Uttar Pradesh","We are looking for a Cybersecurity Analyst to join our team at Wipro. The candidate will work on data, software, and business projects. Required skills include Python, Cybersecurity, SIEM. Candidates should have 5-8 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,MBA,Not Disclosed,Full-time,['Python']
JOB03036,Software Engineer,Mphasis,"Jaipur, Rajasthan","We are looking for a Software Engineer to join our team at Mphasis. The candidate will work on data, software, and business projects. Required skills include Git, Python, C++, Java, Data Structures. Candidates should have 2-5 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,MBA,₹6-10 LPA,Full-time,"['C++', 'Git', 'Java', 'Python']"
JOB03037,Software Engineer,Adobe,"Jaipur, Rajasthan","We are looking for a Software Engineer to join our team at Adobe. The candidate will work on data, software, and business projects. Required skills include C++, Data Structures, Git, Python, Java. Candidates should have 3-5 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,MCA,₹12-20 LPA,Internship,"['C++', 'Git', 'Java', 'Python']"
JOB03038,Power BI Developer,TCS,"Ahmedabad, Gujarat","We are looking for a Power BI Developer to join our team at TCS. The candidate will work on data, software, and business projects. Required skills include Excel, Power BI, DAX. Candidates should have 5-8 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,Bachelor's Degree,₹6-10 LPA,Remote,"['Excel', 'Power BI']"
JOB03039,Cloud Engineer,Mphasis,"Hyderabad, Telangana","We are looking for a Cloud Engineer to join our team at Mphasis. The candidate will work on data, software, and business projects. Required skills include Azure, Linux, Cloud Computing, Docker. Candidates should have Fresher of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,M.Sc,₹6-10 LPA,Contract,"['Azure', 'Docker']"
JOB03040,Machine Learning Engineer,Genpact,"Mumbai, Maharashtra","We are looking for a Machine Learning Engineer to join our team at Genpact. The candidate will work on data, software, and business projects. Required skills include NLP, Python, TensorFlow, Machine Learning. Candidates should have 5-8 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,MCA,₹4-7 LPA,Remote,"['TensorFlow', 'Machine Learning', 'Python']"
JOB03041,Product Analyst,Persistent Systems,"Bengaluru, Karnataka","We are looking for a Product Analyst to join our team at Persistent Systems. The candidate will work on data, software, and business projects. Required skills include Python, SQL, Analytics, A/B Testing. Candidates should have 5-8 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,M.Tech,₹12-20 LPA,Internship,"['SQL', 'Python']"
JOB03042,AI Engineer,Deloitte,Remote,"We are looking for a AI Engineer to join our team at Deloitte. The candidate will work on data, software, and business projects. Required skills include TensorFlow, Machine Learning, NLP, Deep Learning, Python. Candidates should have 2-5 years of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,Any Graduate,₹6-10 LPA,Full-time,"['TensorFlow', 'Machine Learning', 'Python']"
JOB03043,Cloud Engineer,TCS,"Ahmedabad, Gujarat","We are looking for a Cloud Engineer to join our team at TCS. The candidate will work on data, software, and business projects. Required skills include Cloud Computing, Azure, Linux, AWS. Candidates should have 8-12 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,MBA,₹10-16 LPA,Remote,"['Azure', 'AWS']"
JOB03044,Full Stack Developer,Microsoft,"Bengaluru, Karnataka","We are looking for a Full Stack Developer to join our team at Microsoft. The candidate will work on data, software, and business projects. Required skills include Node.js, React, CSS, JavaScript, HTML. Candidates should have 0-2 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,MCA,₹6-10 LPA,Full-time,"['Node.js', 'Java', 'JavaScript', 'HTML', 'CSS', 'React']"
JOB03045,Backend Developer,Deloitte,"Mumbai, Maharashtra","We are looking for a Backend Developer to join our team at Deloitte. The candidate will work on data, software, and business projects. Required skills include SQL, Java, Node.js, REST API. Candidates should have 1-3 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,M.Sc,₹4-7 LPA,Remote,"['Node.js', 'SQL', 'Java']"
JOB03046,Python Developer,Amazon,"Noida, Uttar Pradesh","We are looking for a Python Developer to join our team at Amazon. The candidate will work on data, software, and business projects. Required skills include Python, SQL, Flask, REST API. Candidates should have Fresher of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,MCA,₹5-8 LPA,Remote,"['Flask', 'SQL', 'Python']"
JOB03047,Database Administrator,Deloitte,"Noida, Uttar Pradesh","We are looking for a Database Administrator to join our team at Deloitte. The candidate will work on data, software, and business projects. Required skills include SQL, Oracle, Database, Linux. Candidates should have 3-5 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,M.Sc,₹5-8 LPA,Internship,"['SQL', 'Oracle']"
JOB03048,Web Developer,Google,"Delhi, India","We are looking for a Web Developer to join our team at Google. The candidate will work on data, software, and business projects. Required skills include Git, HTML, JavaScript, React. Candidates should have 2-5 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,M.Sc,₹10-16 LPA,Internship,"['Java', 'JavaScript', 'HTML', 'React', 'Git']"
JOB03049,Business Analyst,Tech Mahindra,"Pune, Maharashtra","We are looking for a Business Analyst to join our team at Tech Mahindra. The candidate will work on data, software, and business projects. Required skills include Data Analysis, Communication, Power BI. Candidates should have Fresher of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,M.Tech,₹8-12 LPA,Full-time,['Power BI']
JOB03050,Cloud Engineer,Mphasis,"Noida, Uttar Pradesh","We are looking for a Cloud Engineer to join our team at Mphasis. The candidate will work on data, software, and business projects. Required skills include AWS, Cloud Computing, Azure, Docker, Linux. Candidates should have 5-8 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,B.Tech,₹5-8 LPA,Remote,"['Azure', 'AWS', 'Docker']"
JOB03051,Frontend Developer,Cognizant,"Gurugram, Haryana","We are looking for a Frontend Developer to join our team at Cognizant. The candidate will work on data, software, and business projects. Required skills include HTML, CSS, JavaScript. Candidates should have 0-2 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,MBA,₹8-12 LPA,Internship,"['HTML', 'CSS', 'Java', 'JavaScript']"
JOB03052,Database Administrator,Infosys,"Bengaluru, Karnataka","We are looking for a Database Administrator to join our team at Infosys. The candidate will work on data, software, and business projects. Required skills include Linux, SQL, Database. Candidates should have 0-2 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,M.Tech,Not Disclosed,Internship,['SQL']
JOB03053,Business Analyst,Tech Mahindra,"Delhi, India","We are looking for a Business Analyst to join our team at Tech Mahindra. The candidate will work on data, software, and business projects. Required skills include Data Analysis, SQL, Excel. Candidates should have 8-12 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,M.Tech,Not Disclosed,Internship,"['Excel', 'SQL']"
JOB03054,DevOps Engineer,Wipro,"Ahmedabad, Gujarat","We are looking for a DevOps Engineer to join our team at Wipro. The candidate will work on data, software, and business projects. Required skills include AWS, Docker, Kubernetes, Linux. Candidates should have 1-3 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,B.Tech,₹3-5 LPA,Part-time,"['AWS', 'Docker', 'Kubernetes']"
JOB03055,Data Engineer,Accenture,"Kolkata, West Bengal","We are looking for a Data Engineer to join our team at Accenture. The candidate will work on data, software, and business projects. Required skills include AWS, ETL, Python, SQL. Candidates should have 8-12 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,MCA,₹12-20 LPA,Remote,"['AWS', 'SQL', 'Python']"
JOB03056,Business Analyst,Genpact,"Bengaluru, Karnataka","We are looking for a Business Analyst to join our team at Genpact. The candidate will work on data, software, and business projects. Required skills include Excel, Data Analysis, Power BI, SQL, Communication. Candidates should have 3-5 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,Bachelor's Degree,Not Disclosed,Contract,"['Power BI', 'SQL', 'Excel']"
JOB03057,Web Developer,Accenture,"Ahmedabad, Gujarat","We are looking for a Web Developer to join our team at Accenture. The candidate will work on data, software, and business projects. Required skills include CSS, Git, HTML, JavaScript, React. Candidates should have 2-5 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,B.Tech,₹6-10 LPA,Part-time,"['Java', 'JavaScript', 'HTML', 'CSS', 'React', 'Git']"
JOB03058,Data Engineer,Amazon,"Pune, Maharashtra","We are looking for a Data Engineer to join our team at Amazon. The candidate will work on data, software, and business projects. Required skills include Python, AWS, ETL, SQL. Candidates should have 0-2 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,Bachelor's Degree,₹3-5 LPA,Remote,"['AWS', 'SQL', 'Python']"
JOB03059,Web Developer,Genpact,"Gurugram, Haryana","We are looking for a Web Developer to join our team at Genpact. The candidate will work on data, software, and business projects. Required skills include React, JavaScript, Git. Candidates should have 3-5 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,M.Tech,Not Disclosed,Internship,"['React', 'Git', 'Java', 'JavaScript']"
JOB03060,DevOps Engineer,Google,"Hyderabad, Telangana","We are looking for a DevOps Engineer to join our team at Google. The candidate will work on data, software, and business projects. Required skills include Kubernetes, Docker, AWS, Jenkins, Linux. Candidates should have Fresher of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,BCA,₹10-16 LPA,Internship,"['AWS', 'Docker', 'Kubernetes']"
JOB03061,Data Engineer,Amazon,"Hyderabad, Telangana","We are looking for a Data Engineer to join our team at Amazon. The candidate will work on data, software, and business projects. Required skills include Python, SQL, AWS, Spark, ETL. Candidates should have 2-5 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,M.Tech,Not Disclosed,Internship,"['AWS', 'SQL', 'Python']"
JOB03062,Business Analyst,Mphasis,"Hyderabad, Telangana","We are looking for a Business Analyst to join our team at Mphasis. The candidate will work on data, software, and business projects. Required skills include Data Analysis, Excel, SQL, Power BI, Communication. Candidates should have Fresher of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,BCA,₹8-12 LPA,Part-time,"['Power BI', 'SQL', 'Excel']"
JOB03063,Cloud Engineer,Persistent Systems,Remote,"We are looking for a Cloud Engineer to join our team at Persistent Systems. The candidate will work on data, software, and business projects. Required skills include Azure, AWS, Cloud Computing, Docker, Linux. Candidates should have 3-5 years of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,Any Graduate,₹3-5 LPA,Remote,"['Azure', 'AWS', 'Docker']"
JOB03064,Software Engineer,Microsoft,"Ahmedabad, Gujarat","We are looking for a Software Engineer to join our team at Microsoft. The candidate will work on data, software, and business projects. Required skills include Git, Java, C++, Python, Data Structures. Candidates should have 2-5 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,B.Tech,₹6-10 LPA,Full-time,"['C++', 'Git', 'Java', 'Python']"
JOB03065,Cloud Engineer,Infosys,"Gurugram, Haryana","We are looking for a Cloud Engineer to join our team at Infosys. The candidate will work on data, software, and business projects. Required skills include AWS, Azure, Docker. Candidates should have 0-2 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,B.Tech,Not Disclosed,Full-time,"['Azure', 'AWS', 'Docker']"
JOB03066,Product Analyst,Accenture,"Noida, Uttar Pradesh","We are looking for a Product Analyst to join our team at Accenture. The candidate will work on data, software, and business projects. Required skills include Analytics, SQL, Excel, Python, A/B Testing. Candidates should have 8-12 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,M.Sc,Not Disclosed,Full-time,"['Excel', 'SQL', 'Python']"
JOB03067,AI Engineer,Wipro,Remote,"We are looking for a AI Engineer to join our team at Wipro. The candidate will work on data, software, and business projects. Required skills include Python, Machine Learning, NLP, Deep Learning. Candidates should have 3-5 years of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,Any Graduate,₹8-12 LPA,Full-time,"['Machine Learning', 'Python']"
JOB03068,Machine Learning Engineer,IBM,"Ahmedabad, Gujarat","We are looking for a Machine Learning Engineer to join our team at IBM. The candidate will work on data, software, and business projects. Required skills include NLP, TensorFlow, SQL. Candidates should have 1-3 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,Bachelor's Degree,Not Disclosed,Internship,"['TensorFlow', 'SQL', 'Machine Learning']"
JOB03069,Power BI Developer,HCLTech,Remote,"We are looking for a Power BI Developer to join our team at HCLTech. The candidate will work on data, software, and business projects. Required skills include Excel, DAX, SQL, Data Modeling. Candidates should have 2-5 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,M.Sc,Not Disclosed,Contract,"['Power BI', 'SQL', 'Excel']"
JOB03070,Web Developer,IBM,"Pune, Maharashtra","We are looking for a Web Developer to join our team at IBM. The candidate will work on data, software, and business projects. Required skills include CSS, HTML, Git, JavaScript. Candidates should have 3-5 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,M.Sc,₹12-20 LPA,Full-time,"['Java', 'JavaScript', 'HTML', 'CSS', 'Git']"
JOB03071,SQL Developer,Oracle,"Pune, Maharashtra","We are looking for a SQL Developer to join our team at Oracle. The candidate will work on data, software, and business projects. Required skills include Database, ETL, MySQL, SQL. Candidates should have 1-3 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,MCA,₹8-12 LPA,Remote,"['SQL', 'Oracle', 'MySQL']"
JOB03072,Frontend Developer,TCS,"Hyderabad, Telangana","We are looking for a Frontend Developer to join our team at TCS. The candidate will work on data, software, and business projects. Required skills include Tailwind CSS, React, HTML. Candidates should have 2-5 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,M.Sc,₹12-20 LPA,Internship,"['HTML', 'CSS', 'React']"
JOB03073,Software Engineer,Google,"Jaipur, Rajasthan","We are looking for a Software Engineer to join our team at Google. The candidate will work on data, software, and business projects. Required skills include Git, Python, C++, Data Structures, Java. Candidates should have 1-3 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,Bachelor's Degree,₹3-5 LPA,Part-time,"['C++', 'Git', 'Java', 'Python']"
JOB03074,Python Developer,Google,"Noida, Uttar Pradesh","We are looking for a Python Developer to join our team at Google. The candidate will work on data, software, and business projects. Required skills include Django, Flask, REST API. Candidates should have 0-2 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,MBA,₹4-7 LPA,Internship,"['Flask', 'Django', 'Python']"
JOB03075,Machine Learning Engineer,Google,"Jaipur, Rajasthan","We are looking for a Machine Learning Engineer to join our team at Google. The candidate will work on data, software, and business projects. Required skills include Python, NLP, Machine Learning, TensorFlow, SQL. Candidates should have 3-5 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,MBA,₹4-7 LPA,Internship,"['TensorFlow', 'Machine Learning', 'SQL', 'Python']"
JOB03076,Web Developer,Genpact,"Kolkata, West Bengal","We are looking for a Web Developer to join our team at Genpact. The candidate will work on data, software, and business projects. Required skills include JavaScript, React, HTML. Candidates should have 1-3 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,Bachelor's Degree,₹5-8 LPA,Part-time,"['HTML', 'React', 'Java', 'JavaScript']"
JOB03077,Business Analyst,HCLTech,"Gurugram, Haryana","We are looking for a Business Analyst to join our team at HCLTech. The candidate will work on data, software, and business projects. Required skills include Power BI, Excel, Communication. Candidates should have 0-2 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,M.Sc,₹10-16 LPA,Part-time,"['Excel', 'Power BI']"
JOB03078,Data Scientist,Infosys,"Jaipur, Rajasthan","We are looking for a Data Scientist to join our team at Infosys. The candidate will work on data, software, and business projects. Required skills include Python, Pandas, Scikit-learn, Machine Learning. Candidates should have 1-3 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,M.Sc,₹8-12 LPA,Remote,"['Pandas', 'Scikit-learn', 'Machine Learning', 'Python']"
JOB03079,Data Scientist,Microsoft,"Pune, Maharashtra","We are looking for a Data Scientist to join our team at Microsoft. The candidate will work on data, software, and business projects. Required skills include SQL, Python, Pandas, Machine Learning. Candidates should have Fresher of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,M.Tech,₹6-10 LPA,Part-time,"['Pandas', 'Machine Learning', 'SQL', 'Python']"
JOB03080,Cloud Engineer,Oracle,"Bengaluru, Karnataka","We are looking for a Cloud Engineer to join our team at Oracle. The candidate will work on data, software, and business projects. Required skills include Azure, Cloud Computing, AWS, Linux, Docker. Candidates should have 1-3 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,MCA,Not Disclosed,Contract,"['Azure', 'AWS', 'Docker', 'Oracle']"
JOB03081,Cybersecurity Analyst,Wipro,"Pune, Maharashtra","We are looking for a Cybersecurity Analyst to join our team at Wipro. The candidate will work on data, software, and business projects. Required skills include Linux, Cybersecurity, Python, SIEM, Networking. Candidates should have 3-5 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,M.Sc,Not Disclosed,Contract,['Python']
JOB03082,AI Engineer,Genpact,"Jaipur, Rajasthan","We are looking for a AI Engineer to join our team at Genpact. The candidate will work on data, software, and business projects. Required skills include NLP, TensorFlow, Deep Learning, Python, Machine Learning. Candidates should have 0-2 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,M.Sc,Not Disclosed,Part-time,"['TensorFlow', 'Machine Learning', 'Python']"
JOB03083,Java Developer,Accenture,"Hyderabad, Telangana","We are looking for a Java Developer to join our team at Accenture. The candidate will work on data, software, and business projects. Required skills include Spring Boot, REST API, SQL. Candidates should have 2-5 years of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,BCA,₹3-5 LPA,Part-time,"['SQL', 'Java']"
JOB03084,Product Analyst,Accenture,"Kolkata, West Bengal","We are looking for a Product Analyst to join our team at Accenture. The candidate will work on data, software, and business projects. Required skills include Excel, Python, SQL, Analytics. Candidates should have Fresher of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,Bachelor's Degree,₹8-12 LPA,Remote,"['Excel', 'SQL', 'Python']"
JOB03085,SQL Developer,LTIMindtree,"Ahmedabad, Gujarat","We are looking for a SQL Developer to join our team at LTIMindtree. The candidate will work on data, software, and business projects. Required skills include PostgreSQL, ETL, Database, MySQL, SQL. Candidates should have 8-12 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,MBA,₹6-10 LPA,Part-time,"['PostgreSQL', 'SQL', 'MySQL']"
JOB03086,Cloud Engineer,HCLTech,"Noida, Uttar Pradesh","We are looking for a Cloud Engineer to join our team at HCLTech. The candidate will work on data, software, and business projects. Required skills include Cloud Computing, Azure, AWS, Docker, Linux. Candidates should have 0-2 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,M.Sc,₹8-12 LPA,Remote,"['Azure', 'AWS', 'Docker']"
JOB03087,Software Engineer,Deloitte,Remote,"We are looking for a Software Engineer to join our team at Deloitte. The candidate will work on data, software, and business projects. Required skills include C++, Java, Git. Candidates should have 0-2 years of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,BCA,₹12-20 LPA,Contract,"['C++', 'Git', 'Java']"
JOB03088,Product Analyst,Mphasis,"Pune, Maharashtra","We are looking for a Product Analyst to join our team at Mphasis. The candidate will work on data, software, and business projects. Required skills include Excel, Python, Analytics. Candidates should have 3-5 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,Bachelor's Degree,₹8-12 LPA,Contract,"['Excel', 'Python']"
JOB03089,Backend Developer,Mphasis,Remote,"We are looking for a Backend Developer to join our team at Mphasis. The candidate will work on data, software, and business projects. Required skills include Python, Node.js, SQL, Java. Candidates should have 3-5 years of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,BCA,₹10-16 LPA,Remote,"['Node.js', 'SQL', 'Java', 'Python']"
JOB03090,Web Developer,Oracle,"Noida, Uttar Pradesh","We are looking for a Web Developer to join our team at Oracle. The candidate will work on data, software, and business projects. Required skills include Git, React, CSS. Candidates should have 2-5 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,Bachelor's Degree,₹8-12 LPA,Remote,"['CSS', 'React', 'Git', 'Oracle']"
JOB03091,Product Analyst,Adobe,"Hyderabad, Telangana","We are looking for a Product Analyst to join our team at Adobe. The candidate will work on data, software, and business projects. Required skills include A/B Testing, Python, SQL, Analytics, Excel. Candidates should have 5-8 years of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,BCA,₹10-16 LPA,Full-time,"['Excel', 'SQL', 'Python']"
JOB03092,AI Engineer,Amazon,"Ahmedabad, Gujarat","We are looking for a AI Engineer to join our team at Amazon. The candidate will work on data, software, and business projects. Required skills include Machine Learning, NLP, Python, Deep Learning, TensorFlow. Candidates should have 0-2 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,B.Tech,₹12-20 LPA,Contract,"['TensorFlow', 'Machine Learning', 'Python']"
JOB03093,Software Engineer,Wipro,"Delhi, India","We are looking for a Software Engineer to join our team at Wipro. The candidate will work on data, software, and business projects. Required skills include Java, Data Structures, Python. Candidates should have 8-12 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,M.Sc,₹3-5 LPA,Part-time,"['Java', 'Python']"
